"ligand","ligand_cell","receptor","associated_genes","receptor_cell","pathway","score"
"Hdgfrp3","EC_WT","Egfr","Cd14,Pik3cd,Map2k2,Pak4,Ppp1ca,Limk1,Arpc4,Pfn1,Iqgap3","EC_WT","mmu04810","0.635241234783378"
"Hdgfrp3","FAP_WT","Egfr","Cd14,Pik3cd,Map2k2,Pak4,Ppp1ca,Limk1,Arpc4,Pfn1,Iqgap3","FAP_WT","mmu04810","0.65065391662294"
"Hdgfrp3","FAP_WT","Egfr","Hsp90aa1,Hsp90ab1,Hsp90b1,Hspa8,Fos,Sp1,Hbegf,Prkacb,Creb1,Atf2,Atf4,Sos1,Sos2,Kras,Raf1,Map2k1,Mapk1,Pik3ca,Pik3r1,Akt3,Gnai3,Gnaq,Itpr1,Calm2","EC_WT","mmu04915","0.606200036743664"
"Hdgfrp3","FAP_WT","Egfr","Hsp90aa1,Hsp90ab1,Hsp90b1,Hspa8,Fos,Sp1,Hbegf,Prkacb,Creb1,Atf2,Atf4,Sos1,Sos2,Kras,Raf1,Map2k1,Mapk1,Pik3ca,Pik3r1,Akt3,Gnai3,Gnaq,Itpr1,Calm2","FAP_WT","mmu04915","0.611141061230123"
"Hdgfrp3","FAP_WT","Egfr","Map2k2,Eef2k,Eef2,Calm3,Camkk2,Adcy3,Prkaca,Gnai2,Pik3cd","FAP_WT","mmu04921","0.615004525596446"
"Hdgfrp3","FAP_WT","Egfr","Tbk1,Chuk,Nfkb1,Eif2ak2,Eif2ak3,Irf1,Socs3,Ppp2cb,Sos1,Sos2,Kras,Braf,Raf1,Araf,Mapk8,Pik3r1,Pik3ca,Pdpk1,Akt3,Gsk3b","EC_WT","mmu05160","0.609658497305829"
"Hdgfrp3","FAP_WT","Egfr","Tbk1,Chuk,Nfkb1,Eif2ak2,Eif2ak3,Irf1,Socs3,Ppp2cb,Sos1,Sos2,Kras,Braf,Raf1,Araf,Mapk8,Pik3r1,Pik3ca,Pdpk1,Akt3,Gsk3b","FAP_WT","mmu05160","0.606358695569738"
"Hdgfrp3","EC_WT","Egfr","Lpar6,Itga6,Pik3r1,Foxo1,Cdkn1b","EC_WT","mmu05200","0.682381001510699"
"Hdgfrp3","FAP_WT","Egfr","Cxcr4,Adcy3,Pik3cd,Stat5a,Runx1,Cebpa,Csf2ra,Bid","EC_WT","mmu05200","0.732933020956838"
"Hdgfrp3","FAP_WT","Egfr","Pgf,Stk4,Bmp2","EC_WT","mmu05200","0.676376902593683"
"Hdgfrp3","EC_WT","Egfr","Pgf,Stk4,Bmp2","FAP_WT","mmu05200","0.706112252975532"
"Hdgfrp3","FAP_WT","Egfr","Grb2,Slc9a1,Tgfb1,Prkaca,Vav2","FAP_WT","mmu05205","0.754162911482899"
"Hdgfrp3","FAP_WT","Egfr","Kras,Braf,Araf,Rock1,Rock2,Pik3ca,Pik3r1,Akt3,Ppp1cb,Ppp1r12a,Arhgef12,Itpr1,Camk2g,Ddx5,Dcn,Pdpk1,Rps6kb1,Cav2,Tlr4,Pdcd4,Ctnnb1,Timp3,Lum,Itgb1,Vtn,Sdc2,Rdx,Fgfr1,Sos1,Sos2,Ptk2,Igf2,Gpc3,Prkacb","EC_WT","mmu05205","0.625339057541932"
"Hdgfrp3","FAP_WT","Egfr","Kras,Braf,Araf,Rock1,Rock2,Pik3ca,Pik3r1,Akt3,Ppp1cb,Ppp1r12a,Arhgef12,Itpr1,Camk2g,Ddx5,Dcn,Pdpk1,Rps6kb1,Cav2,Tlr4,Pdcd4,Ctnnb1,Timp3,Lum,Itgb1,Vtn,Sdc2,Rdx,Fgfr1,Sos1,Sos2,Ptk2,Igf2,Gpc3,Prkacb","FAP_WT","mmu05205","0.654110704646987"
"Hdgfrp3","FAP_WT","Egfr","Rras2,Ccnd1,Cav1","EC_WT","mmu05205","0.620280985297513"
"Hdgfrp3","EC_WT","Egfr","Pik3cd,Cd63,Tnf,Itgb5","EC_WT","mmu05205","0.651565823027801"
"Hdgfrp3","FAP_WT","Egfr","Pik3cd,Cd63,Tnf,Itgb5","EC_WT","mmu05205","0.645306583839488"
"Hdgfrp3","EC_WT","Egfr","Casp3,Sdc1,Gpc1,Smo","FAP_WT","mmu05205","0.616878455127522"
"Hdgfrp3","FAP_WT","Egfr","Pten,Cdkn1b,Timp3,Kras,Ccnd2,Crk,Crkl,Bcl2l2,Pdcd4,Ep300,Tpm1,Spry2,Bcl2,Zeb1,Ddit4,Apc,Hnrnpk,Bmi1,Dicer1,Rdx,Nfkb1,Mdm4,Plcg1,Map2k1,Sos1,Sos2,Marcks,Bmpr2,Gls,Sirt1,Rock1","EC_WT","mmu05206","0.671097353664422"
"Hdgfrp3","FAP_WT","Egfr","Pten,Cdkn1b,Timp3,Kras,Ccnd2,Crk,Crkl,Bcl2l2,Pdcd4,Ep300,Tpm1,Spry2,Bcl2,Zeb1,Ddit4,Apc,Hnrnpk,Bmi1,Dicer1,Rdx,Nfkb1,Mdm4,Plcg1,Map2k1,Sos1,Sos2,Marcks,Bmpr2,Gls,Sirt1,Rock1","FAP_WT","mmu05206","0.607278910840881"
"Hdgfrp3","FAP_WT","Egfr","Ccnd1,Mtor,Slc7a1,Abcb1b","EC_WT","mmu05206","0.615564052020608"
"Hdgfrp3","FAP_WT","Egfr","Kras,Pik3ca,Pik3r1,Akt3,Chuk,Araf,Braf,Mapk8,Tgfb3,Tgfbr1,Tgfbr2,Smad4,Pld1","FAP_WT","mmu05212","0.615006644165995"
"Hdgfrp3","FAP_WT","Egfr","Pik3cd,Stat1,Tgfb1","EC_WT","mmu05212","0.681801934262608"
"Hdgfrp3","FAP_WT","Egfr","Pik3cd,Stat1,Tgfb1","FAP_WT","mmu05212","0.82469231721828"
"Hdgfrp3","EC_WT","Egfr","Calm3,Map2k2,Pik3cd,Akt1,Trp53,Cdk4,E2f1","EC_WT","mmu05214","0.610393855263393"
"Hdgfrp3","EC_WT","Egfr","Calm3,Map2k2,Pik3cd,Akt1,Trp53,Cdk4,E2f1","FAP_WT","mmu05214","0.605033567330772"
"Hdgfrp3","EC_WT","Egfr","Calm2,Nras,Mdm2,Rb1","FAP_WT","mmu05214","0.600700384600914"
"Hdgfrp3","FAP_WT","Egfr","Cdkn1b,Fgfr1,Pik3ca,Pik3r1,Pten,Pdpk1,Akt3,Gsk3b,Creb1,Creb3l2,Ctnnb1,Ep300,Sos1,Sos2,Kras,Araf,Braf","FAP_WT","mmu05215","0.614013258956942"
"Hdgfrp3","FAP_WT","Egfr","Fgfr1,Kras,Araf,Braf,Pik3r1,Akt3,Pten","FAP_WT","mmu05218","0.66099273522518"
"Hdgfrp3","EC_WT","Egfr","Map2k2,Myc,Trp53,Cdk4,E2f1","EC_WT","mmu05219","0.615479542508219"
"Hdgfrp3","FAP_WT","Egfr","Pdha1,Fgfr1,Kras,Raf1,Map2k1,Mapk1,Gls,Pten,Pik3ca,Pik3r1,Akt3","FAP_WT","mmu05230","0.625636490374966"
"Hdgfrp3","EC_WT","Egfr","Sos1,Sos2,Kras,Mapk8,Mapk9,Pik3ca,Pik3r1,Pdpk1,Akt3,Tsc1,Rheb,Rps6kb1,Wasl,Sp1,Pld1,Slc44a2,Chkb,Jun,Fos,Plcg1,Dgka,Dgkq,Dgkd,Gpcpd1","EC_WT","mmu05231","0.607425472535488"
"Hdgfrp3","FAP_WT","Eps15l1","Tgfb1,Pml,Clta,Cltb,Ap2s1,Sh3kbp1,Cxcr4,Arrb2,Arpc4,Ccdc53,Capzb,Hgs,Mvb12a,Vps28,Vps37b,Snf8,Vps25,Chmp4b,Spg21,Il2rg,H2-Q7,H2-T9,H2-T10,Rab8a,Smap2","EC_WT","mmu04144","0.685058785022731"
"Hdgfrp3","FAP_WT","Eps15l1","Tgfb1,Pml,Clta,Cltb,Ap2s1,Sh3kbp1,Cxcr4,Arrb2,Arpc4,Ccdc53,Capzb,Hgs,Mvb12a,Vps28,Vps37b,Snf8,Vps25,Chmp4b,Spg21,Il2rg,H2-Q7,H2-T9,H2-T10,Rab8a,Smap2","FAP_WT","mmu04144","0.702801722881684"
"Hdgfrp3","FAP_WT","Eps15l1","Tgfbr1,Tgfbr2,Zfyve16,Zfyve9,Pld1,Cltc,Nedd4,Mdm2,Itch,Smurf2,Wwp1,Sh3glb1,F2r,Wasl,Arpc5,Wipf1,Hspa8,A230046K03Rik,Capza1,Capza2,Vps35,Usp8,Rab7,Stam,Vps37a,Vps36,Chmp2b,Vps4b,Vta1,2610002M06Rik,Chmp5,Pdcd6ip,Snx2,Snx6,Eea1,Rab5a,Rabep1,Snx4,Rab10,Kif5b,Prkci,Cdc42,Smap1,Acap2,Cyth3,Arfgef1","FAP_WT","mmu04144","0.697379271633921"
"Hdgfrp3","EC_WT","Eps15l1","Tfrc,Ap2a2,Bin1,Snx12,H2-Q10","EC_WT","mmu04144","0.662045304906046"
"Hdgfrp3","EC_WT","Irs1","Gnaq,Ppp3ca,Ppp3cb,Ppp3r1,Mef2a,Mef2c,Nfatc3,Atp2b1,Atp2b4,Itpr1,Atp2a2,Rock1,Rock2,Ppp1r12a,Ppp1cb,Ppp1cc,Calm2,Myl9,Adcy9,Gnai3,Insr,Pik3ca,Pik3r1,Akt3,Adrb2,Creb1,Atf2,Creb3l2,Mapk1","EC_WT","mmu04022","0.604542021107382"
"Hdgfrp3","FAP_WT","Irs1","Gnaq,Ppp3ca,Ppp3cb,Ppp3r1,Mef2a,Mef2c,Nfatc3,Atp2b1,Atp2b4,Itpr1,Atp2a2,Rock1,Rock2,Ppp1r12a,Ppp1cb,Ppp1cc,Calm2,Myl9,Adcy9,Gnai3,Insr,Pik3ca,Pik3r1,Akt3,Adrb2,Creb1,Atf2,Creb3l2,Mapk1","EC_WT","mmu04022","0.603366511124911"
"Hdgfrp3","FAP_WT","Irs1","Gnaq,Ppp3ca,Ppp3cb,Ppp3r1,Mef2a,Mef2c,Nfatc3,Atp2b1,Atp2b4,Itpr1,Atp2a2,Rock1,Rock2,Ppp1r12a,Ppp1cb,Ppp1cc,Calm2,Myl9,Adcy9,Gnai3,Insr,Pik3ca,Pik3r1,Akt3,Adrb2,Creb1,Atf2,Creb3l2,Mapk1","FAP_WT","mmu04022","0.630120678603077"
"Hdgfrp3","EC_WT","Irs1","Gna12,Gtf2ird1,Adcy3,Gnai2,Pik3cd,Vdac1,Ppif","FAP_WT","mmu04022","0.643150622740068"
"Hdgfrp3","FAP_WT","Irs1","Gna12,Gtf2ird1,Adcy3,Gnai2,Pik3cd,Vdac1,Ppif","FAP_WT","mmu04022","0.614081064747854"
"Hdgfrp3","EC_WT","Irs1","Prkab2,Prkag2,Nlk,Mapk9,Foxo1,Bnip3,Klf2,Fbxo25","FAP_WT","mmu04068","0.627785233404916"
"Hdgfrp3","FAP_WT","Irs1","Map2k1,Ccnd2,Cdkn2d,Cdkn1a","EC_WT","mmu04068","0.66218306493985"
"Hdgfrp3","FAP_WT","Irs1","Telo2,Sec13,Map2k1","EC_WT","mmu04150","0.611049552674099"
"Hdgfrp3","FAP_WT","Irs1","Ifnar2,Mlst8,Eif4e2,Rps6,Ppp2r5d,Cdc37,Gys1,Pck2,Ywhae,Pik3cd","FAP_WT","mmu04151","0.721811744195613"
"Hdgfrp3","EC_WT","Irs1","Map3k7,Cab39,Prkaa1,Prkab2,Prkag2,Pfkfb2,Creb1,Creb3l2,Foxo1,Sirt1,Scd1,Ppp2ca,Ppp2cb,Ppp2r2a,Ppp2r3c,Ppp2r5e,Ppp2r5a,Rab2a,Rab10,Rab14,Insr,Pik3ca,Pik3r1,Pdpk1,Akt3,Rheb,Rps6kb1","EC_WT","mmu04152","0.625270258082492"
"Hdgfrp3","FAP_WT","Irs1","Prkab1,Pfkm,Pck2,Creb3l1,Gys1,Acaca,Ppp2r5d,Rab8a,Rab11b,Pik3cd,Pik3r2","FAP_WT","mmu04152","0.666695888513561"
"Hdgfrp3","EC_WT","Irs1","Kras,Pik3r1,Creb1,Atf2,Atg5,Rheb,Rb1cc1,Rps6kb1,Eif4e,Appl1,Prkaa1,Sirt1","EC_WT","mmu04211","0.620982454767479"
"Hdgfrp3","FAP_WT","Irs1","Kras,Pik3r1,Creb1,Atf2,Atg5,Rheb,Rb1cc1,Rps6kb1,Eif4e,Appl1,Prkaa1,Sirt1","FAP_WT","mmu04211","0.795253368083189"
"Hdgfrp3","EC_WT","Irs1","Pik3cd,Akt2,Adcy3,Eif4e2","EC_WT","mmu04211","0.639997092905741"
"Hdgfrp3","FAP_WT","Irs1","Pik3cd,Akt2,Adcy3,Eif4e2","EC_WT","mmu04211","0.627239800546078"
"Hdgfrp3","FAP_WT","Irs1","Pik3cd,Akt2,Adcy3,Eif4e2","FAP_WT","mmu04211","0.684394004637582"
"Hdgfrp3","FAP_WT","Irs1","Insr,Kras,Pik3ca,Akt3,Prkacb,Cat,Atg5,Prkaa1,Rps6kb1,Sirt1,Hspa8,Hdac2","FAP_WT","mmu04213","0.651796482508067"
"Hdgfrp3","FAP_WT","Irs1","Pik3cd,Akt1,Adcy3,Prkaca,Prkab1,Rptor,Akt1s1,Eif4ebp2,Clpb","FAP_WT","mmu04213","0.698042118504781"
"Hdgfrp3","EC_WT","Irs1","Pik3r1,Adcy9,Foxo1,Prkab2,Prkag2,Mtor,Cryab","FAP_WT","mmu04213","0.717618999990753"
"Hdgfrp3","FAP_WT","Irs1","Sh2b2,Pik3cd,Nfkbie,Prkcd,Arhgdib,Irak4","EC_WT","mmu04722","0.707742112360892"
"Hdgfrp3","FAP_WT","Irs1","Sh2b2,Pik3cd,Nfkbie,Prkcd,Arhgdib,Irak4","FAP_WT","mmu04722","0.6675943771573"
"Hdgfrp3","FAP_WT","Irs1","Sos1,Sos2,Braf,Map2k1,Rps6ka3,Atf4,Kidins220,Crk,Crkl,Map3k3,Pik3r1,Pik3ca,Akt3,Nfkb1,Gsk3b,Pdpk1,Plcg1,Camk2g,Ptpn11,Map3k1,Irak1","EC_WT","mmu04722","0.606451187334926"
"Hdgfrp3","EC_WT","Irs1","Kras,Frs2,Rap1a,Rap1b,Calm2,Camk2d,Cdc42,Map3k5,Mapk8,Mapk9,Zfp110","EC_WT","mmu04722","0.606971028686302"
"Hdgfrp3","FAP_WT","Irs1","Kras,Frs2,Rap1a,Rap1b,Calm2,Camk2d,Cdc42,Map3k5,Mapk8,Mapk9,Zfp110","FAP_WT","mmu04722","0.617009928490225"
"Hdgfrp3","EC_WT","Irs1","Insr,Pik3r1,Pik3ca,Pdpk1,Akt3,Gsk3b,Ppp1cb,Ppp1cc,Phkb,Calm2,Pygm,Prkacb,Prkar1a,Prkci,Crk,Crkl,Rhoq,Prkaa1,Prkab2,Prkag2,Foxo1,Rps6kb1,Rheb,Sos1,Sos2,Kras,Braf,Socs2,Mapk8,Mapk9","EC_WT","mmu04910","0.647206185563819"
"Hdgfrp3","FAP_WT","Irs1","Insr,Pik3r1,Pik3ca,Pdpk1,Akt3,Gsk3b,Ppp1cb,Ppp1cc,Phkb,Calm2,Pygm,Prkacb,Prkar1a,Prkci,Crk,Crkl,Rhoq,Prkaa1,Prkab2,Prkag2,Foxo1,Rps6kb1,Rheb,Sos1,Sos2,Kras,Braf,Socs2,Mapk8,Mapk9","FAP_WT","mmu04910","0.606649441840321"
"Hdgfrp3","FAP_WT","Irs1","Pik3cd,Gys1,Phka2,Pygb,Pygl,Flot1,Sh2b2,Exoc7,Acaca,Hk1,Prkab1,Rps6,Ptpn1","FAP_WT","mmu04910","0.756098956879797"
"Hdgfrp3","EC_WT","Irs1","Tnf,Tnfrsf1a,Tnfrsf1b,Nfkbie,Rela,Stat3,Prkab1,Pck2,Cpt1a","FAP_WT","mmu04920","0.615042659728391"
"Hdgfrp3","FAP_WT","Irs1","Tnf,Tnfrsf1a,Tnfrsf1b,Nfkbie,Rela,Stat3,Prkab1,Pck2,Cpt1a","FAP_WT","mmu04920","0.638513054087227"
"Hdgfrp3","FAP_WT","Irs1","Mapk8,Chuk,Nfkb1,Socs3,Akt3,Acsl4,Acsl3,Prkaa1,Ptpn11,Adipor1","EC_WT","mmu04920","0.650307159444155"
"Hdgfrp3","EC_WT","Irs1","Mapk9,Ikbkb,Ikbkg,Prkab2,Prkag2","FAP_WT","mmu04920","0.611086779426986"
"Hdgfrp3","FAP_WT","Irs1","Adrb2,Adcy9,Mgll,Fabp4,Pik3r1,Ptgs1","EC_WT","mmu04923","0.619160419351181"
"Hdgfrp3","FAP_WT","Irs1","Adcy3,Irs2,Pik3cd","EC_WT","mmu04923","0.665304459431848"
"Hdgfrp3","FAP_WT","Irs1","Adcy3,Irs2,Pik3cd","FAP_WT","mmu04923","0.608787234635488"
"Hdgfrp3","FAP_WT","Irs1","Adcy4,Prkaca,Lipe,Pnpla2,Akt1,Gnai2","FAP_WT","mmu04923","0.628197570859078"
"Hdgfrp3","FAP_WT","Irs1","Ppp1ca,Pik3cd,Gys1,Prkab1,Pygl,Pck2,Akt2","FAP_WT","mmu04931","0.706461620757426"
"Hdgfrp3","EC_WT","Irs1","Ppp1cb,Insr,Pik3ca,Pik3r1,Rps6kb1,Gsk3b,Mapk8,Prkaa1,Prkab2,Pdpk1,Akt3,Pten,Mgea5,Ogt,Creb1,Creb3l2","EC_WT","mmu04931","0.665699187357224"
"Hdgfrp3","FAP_WT","Irs1","Ppp1cb,Insr,Pik3ca,Pik3r1,Rps6kb1,Gsk3b,Mapk8,Prkaa1,Prkab2,Pdpk1,Akt3,Pten,Mgea5,Ogt,Creb1,Creb3l2","FAP_WT","mmu04931","0.622040203136278"
"Hdgfrp3","FAP_WT","Irs1","Pik3r2,Slc27a1,Nr1h3","EC_WT","mmu04931","0.65614523773972"
"Hdgfrp3","FAP_WT","Irs1","Pygb,Creb3,Creb3l1","FAP_WT","mmu04931","0.616191723735017"
"Hdgfrp3","FAP_WT","Irs1","Tnf,Irs2,Pik3cd,Il1b,Bid,Cox5a","EC_WT","mmu04932","0.604097941692979"
"Hdgfrp3","EC_WT","Irs1","Prkab2,Prkag2,Mapk9,Ikbkb","FAP_WT","mmu04932","0.631413025599797"
"Hdgfrp3","FAP_WT","Irs1","Kras,Insr,Pik3r1,Pik3ca,Pdpk1","EC_WT","mmu04960","0.610140263406912"
"Hdgfrp3","FAP_WT","Irs1","Kras,Insr,Pik3r1,Pik3ca,Pdpk1","FAP_WT","mmu04960","0.6333518884716"
"Hdgfrp3","FAP_WT","Irs1","Pten,Cdkn1b,Timp3,Kras,Ccnd2,Crk,Crkl,Bcl2l2,Pdcd4,Ep300,Tpm1,Spry2,Bcl2,Zeb1,Ddit4,Apc,Hnrnpk,Bmi1,Dicer1,Rdx,Nfkb1,Mdm4,Plcg1,Map2k1,Sos1,Sos2,Marcks,Bmpr2,Gls,Sirt1,Rock1","EC_WT","mmu05206","0.671097353664422"
"Hdgfrp3","FAP_WT","Irs1","Pten,Cdkn1b,Timp3,Kras,Ccnd2,Crk,Crkl,Bcl2l2,Pdcd4,Ep300,Tpm1,Spry2,Bcl2,Zeb1,Ddit4,Apc,Hnrnpk,Bmi1,Dicer1,Rdx,Nfkb1,Mdm4,Plcg1,Map2k1,Sos1,Sos2,Marcks,Bmpr2,Gls,Sirt1,Rock1","FAP_WT","mmu05206","0.607278910840881"
"Hdgfrp3","FAP_WT","Irs1","Ccnd1,Mtor,Slc7a1,Abcb1b","EC_WT","mmu05206","0.615564052020608"
"Clcf1","FAP_WT","Cntfr","Cxcl1,Csf1,Il1rap","FAP_WT","mmu04060","0.745241764699133"
"Clcf1","FAP_WT","Cntfr","Cxcl2,Cxcl10,Cxcl16,Cxcl14,Ccl2,Ccl4,Ccl3,Ccl7,Ccl5,Ccl8,Ccl9,Clcf1,Tnf,Il1b,Il4ra,Csf2ra,Il2rg,Tnfrsf10b,Tnfrsf1b,Tnfrsf1a,Il17ra","EC_WT","mmu04060","0.653189188965882"
"Clcf1","FAP_WT","Cntfr","Ccl11,Vegfa,Bmp2,Il1r2","EC_WT","mmu04060","0.737483633209234"
"Clcf1","FAP_WT","Esr1","Prkaca,Mapk3,Trp53,Rxra,Kat2a,Med16,Med24,Slc9a1,Akt1,Actb","FAP_WT","mmu04919","0.608081049790219"
"Clcf1","EC_WT","Esr1","Map2k2,Rxrb,Bad","EC_WT","mmu04919","0.609451162215188"
"Clcf1","FAP_WT","Esr1","Prkaca,Dnm2,Plcb3","FAP_WT","mmu04961","0.679793954912962"
"Clcf1","FAP_WT","Esr1","Ap2a2,Ap2a1,Ap2b1,Ap2m1,Atp1a1","FAP_WT","mmu04961","0.752471400915444"
"Clcf1","EC_WT","Esr1","Ppp1r12c,Cdkn1a,Vegfa","EC_WT","mmu05205","0.678139616032138"
"Clcf1","FAP_WT","Esr1","Myc,Map2k2,Pik3cd,Akt1,Nfkb2,Trp53,Cdk4,E2f1","FAP_WT","mmu05224","0.653831456946614"
"Clcf1","FAP_WT","Esr2","Myc,Map2k2,Pik3cd,Akt1,Nfkb2,Trp53,Cdk4,E2f1","FAP_WT","mmu05224","0.653831456946614"
"Clcf1","FAP_WT","Ncoa3","Prkaca,Mapk3,Trp53,Rxra,Kat2a,Med16,Med24,Slc9a1,Akt1,Actb","FAP_WT","mmu04919","0.608081049790219"
"Clcf1","EC_WT","Ncoa3","Map2k2,Rxrb,Bad","EC_WT","mmu04919","0.609451162215188"
"Clcf1","FAP_WT","Ncoa3","Myc,Map2k2,Pik3cd,Akt1,Nfkb2,Trp53,Cdk4,E2f1","FAP_WT","mmu05224","0.653831456946614"
"Cxcl10","FAP_WT","Ccr3","Cxcl2,Cxcl10,Cxcl16,Cxcl14,Ccl2,Ccl4,Ccl3,Ccl7,Ccl5,Ccl8,Ccl9,Clcf1,Tnf,Il1b,Il4ra,Csf2ra,Il2rg,Tnfrsf10b,Tnfrsf1b,Tnfrsf1a,Il17ra","EC_WT","mmu04060","0.631155811976115"
"Cxcl10","EC_WT","Ccr3","Cxcl12,Il6st,Pdgfrb,Acvr1b","FAP_WT","mmu04060","0.697224883256245"
"Cxcl10","FAP_WT","Ccr3","Cxcl12,Il6st,Pdgfrb,Acvr1b","FAP_WT","mmu04060","0.695889917064317"
"Cxcl10","FAP_WT","Ccr3","Ccl11,Vegfa,Bmp2,Il1r2","EC_WT","mmu04060","0.71160149624759"
"Cxcl10","FAP_WT","Ccr3","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.757100645013988"
"Cxcl10","FAP_WT","Ccr3","Cxcl10,Cxcl12,Jak2,Stat3,Gnai2,Raf1,Map2k1,Nfkb1,Gnb1","FAP_WT","mmu04062","0.633629079092499"
"Cxcl10","FAP_WT","Cxcr3","Cxcl2,Cxcl10,Cxcl16,Cxcl14,Ccl2,Ccl4,Ccl3,Ccl7,Ccl5,Ccl8,Ccl9,Clcf1,Tnf,Il1b,Il4ra,Csf2ra,Il2rg,Tnfrsf10b,Tnfrsf1b,Tnfrsf1a,Il17ra","EC_WT","mmu04060","0.631155811976115"
"Cxcl10","EC_WT","Cxcr3","Cxcl12,Il6st,Pdgfrb,Acvr1b","FAP_WT","mmu04060","0.697224883256245"
"Cxcl10","FAP_WT","Cxcr3","Cxcl12,Il6st,Pdgfrb,Acvr1b","FAP_WT","mmu04060","0.695889917064317"
"Cxcl10","FAP_WT","Cxcr3","Ccl11,Vegfa,Bmp2,Il1r2","EC_WT","mmu04060","0.71160149624759"
"Cxcl10","FAP_WT","Cxcr3","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.757100645013988"
"Cxcl10","FAP_WT","Cxcr3","Cxcl10,Cxcl12,Jak2,Stat3,Gnai2,Raf1,Map2k1,Nfkb1,Gnb1","FAP_WT","mmu04062","0.633629079092499"
"Cxcl10","EC_WT","Dpp4","Col1a1,Col1a2,Col3a1,Col5a1,Col5a2,Col6a2,Col6a1,Col6a3","FAP_WT","mmu04974","0.637537647798145"
"Tslp","FAP_WT","Crlf2","Cxcl2,Cxcl10,Cxcl16,Cxcl14,Ccl2,Ccl4,Ccl3,Ccl7,Ccl5,Ccl8,Ccl9,Clcf1,Tnf,Il1b,Il4ra,Csf2ra,Il2rg,Tnfrsf10b,Tnfrsf1b,Tnfrsf1a,Il17ra","EC_WT","mmu04060","0.602839420081283"
"Tslp","FAP_WT","Crlf2","Cxcl12,Il6st,Pdgfrb,Acvr1b","FAP_WT","mmu04060","0.609927242479556"
"Tslp","FAP_WT","Crlf2","Ccl11,Vegfa,Bmp2,Il1r2","EC_WT","mmu04060","0.614941667340543"
"Tslp","FAP_WT","Crlf2","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.780750112510398"
"Tslp","FAP_WT","Crlf2","Il4ra,Ifngr2,Pim1","EC_WT","mmu04630","0.662087335401489"
"Tslp","FAP_WT","Crlf2","Il10rb,Il11ra1,Bcl2","EC_WT","mmu04630","0.740998512182704"
"Tslp","FAP_WT","Il7r","Cxcl2,Cxcl10,Cxcl16,Cxcl14,Ccl2,Ccl4,Ccl3,Ccl7,Ccl5,Ccl8,Ccl9,Clcf1,Tnf,Il1b,Il4ra,Csf2ra,Il2rg,Tnfrsf10b,Tnfrsf1b,Tnfrsf1a,Il17ra","EC_WT","mmu04060","0.602839420081283"
"Tslp","FAP_WT","Il7r","Cxcl12,Il6st,Pdgfrb,Acvr1b","FAP_WT","mmu04060","0.609927242479556"
"Tslp","FAP_WT","Il7r","Ccl11,Vegfa,Bmp2,Il1r2","EC_WT","mmu04060","0.614941667340543"
"Tslp","FAP_WT","Il7r","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.780750112510398"
"Tslp","EC_WT","Il7r","Pdgfa,Pdgfrb,Itga7","EC_WT","mmu04151","0.718255719801474"
"Tslp","FAP_WT","Il7r","Il4ra,Ifngr2,Pim1","EC_WT","mmu04630","0.662087335401489"
"Tslp","FAP_WT","Il7r","Il10rb,Il11ra1,Bcl2","EC_WT","mmu04630","0.740998512182704"
"Tslp","EC_WT","Il7r","Flt3l,Il1r2,Il11ra1","FAP_WT","mmu04640","0.623786999529463"
"Tslp","FAP_WT","Il7r","Il1b,Tnf,Cd44,Tfrc,Csf2ra,Il3ra,Il4ra,Cd14","EC_WT","mmu04640","0.67048070132806"
"Tslp","FAP_WT","Il7r","Ada,Il2rg,Tap1,Tap2,Rfxank","FAP_WT","mmu05340","0.630968874088352"
"Ccl8","EC_WT","Ccr1","Cxcl2,Cxcl10,Cxcl16,Cxcl14,Ccl2,Ccl4,Ccl3,Ccl7,Ccl5,Ccl8,Ccl9,Clcf1,Tnf,Il1b,Il4ra,Csf2ra,Il2rg,Tnfrsf10b,Tnfrsf1b,Tnfrsf1a,Il17ra","EC_WT","mmu04060","0.747062898736928"
"Ccl8","EC_WT","Ccr1","Ccl11,Vegfa,Bmp2,Il1r2","EC_WT","mmu04060","0.688093162597931"
"Ccl8","EC_WT","Ccr1","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.706987788557899"
"Ccl8","FAP_WT","Ccr1","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.623379530586106"
"Ccl8","FAP_WT","Ccr1","Tnfsf12,Il3ra,Crlf2,Ltbr","EC_WT","mmu04060","0.695302476625374"
"Ccl8","EC_WT","Ccr1","Cxcl16,Ccl3,Ccl4,Ccl5,Ccl9,Ccl8,Cxcr4,Adcy3,Pik3cd,Nfkbib,Prkcd,Arrb2","EC_WT","mmu04062","0.849432097164593"
"Ccl8","EC_WT","Ccr1","Stat1,Stat2,Prkaca,Lyn,Vav2,Prex1,Plcb3","FAP_WT","mmu04062","0.643089725268612"
"Ccl8","FAP_WT","Ccr1","Stat5b,Adcy9,Arrb1","FAP_WT","mmu04062","0.739756260665752"
